Date,Category,Amount
2024-12-15,Entertainment,0.0
2024-12-15,shopping,0.0
2024-12-15,health & Medical,0.0
2024-12-15,Education,0.0
2024-12-16,food & Dining,208.0
2024-12-16,Travel & Transportation,99.03
2024-12-16,Bills & Utilities,564.05
2024-12-16,Entertainment,0.0
2024-12-16,shopping,128.7
2024-12-16,health & Medical,0.0
2024-12-16,Education,0.0
2024-12-17,food & Dining,174.46
2024-12-17,Travel & Transportation,106.87
2024-12-17,Bills & Utilities,607.43
2024-12-17,Entertainment,165.7
2024-12-17,shopping,0.0
2024-12-17,health & Medical,0.0
2024-12-17,Education,0.0
2024-12-18,food & Dining,258.4
2024-12-18,Travel & Transportation,80.85
2024-12-18,Bills & Utilities,418.46
2024-12-18,Entertainment,0.0
2024-12-18,shopping,75.52
2024-12-18,health & Medical,0.0
2024-12-18,Education,0.0
2024-12-19,food & Dining,304.71
2024-12-19,Travel & Transportation,137.19
2024-12-19,Bills & Utilities,460.38
2024-12-19,Entertainment,224.79
2024-12-19,shopping,0.0
2024-12-19,health & Medical,0.0
2024-12-19,Education,0.0
2024-12-20,food & Dining,251.33
2024-12-20,Travel & Transportation,130.21
2024-12-20,Bills & Utilities,533.61
2024-12-20,Entertainment,0.0
2024-12-20,shopping,162.09
2024-12-20,health & Medical,0.0
2024-12-20,Education,0.0
2024-12-21,food & Dining,337.96
2024-12-21,Travel & Transportation,76.6
2024-12-21,Bills & Utilities,608.2
2024-12-21,Entertainment,55.53
2024-12-21,shopping,166.78
2024-12-21,health & Medical,0.0
2024-12-21,Education,0.0
2024-12-22,food & Dining,250.71
2024-12-22,Travel & Transportation,91.48
2024-12-22,Bills & Utilities,619.48
2024-12-22,Entertainment,0.0
2024-12-22,shopping,0.0
2024-12-22,health & Medical,0.0
2024-12-22,Education,0.0
2024-12-23,food & Dining,338.21
2024-12-23,Travel & Transportation,53.72
2024-12-23,Bills & Utilities,436.72
2024-12-23,Entertainment,191.75
2024-12-23,shopping,0.0
2024-12-23,health & Medical,0.0
2024-12-23,Education,0.0
2024-12-24,food & Dining,293.81
2024-12-24,Travel & Transportation,113.73
2024-12-24,Bills & Utilities,450.31
2024-12-24,Entertainment,0.0
2024-12-24,shopping,0.0
2024-12-24,health & Medical,0.0
2024-12-24,Education,0.0
2024-12-25,food & Dining,335.86
2024-12-25,Travel & Transportation,112.24
2024-12-25,Bills & Utilities,555.08
2024-12-25,Entertainment,181.13
2024-12-25,shopping,133.95
2024-12-25,health & Medical,0.0
2024-12-25,Education,0.0
2024-12-26,food & Dining,282.0
2024-12-26,Travel & Transportation,78.16
2024-12-26,Bills & Utilities,537.33
2024-12-26,Entertainment,0.0
2024-12-26,shopping,189.69
2024-12-26,health & Medical,0.0
2024-12-26,Education,0.0
2024-12-27,food & Dining,278.69
2024-12-27,Travel & Transportation,130.88
2024-12-27,Bills & Utilities,587.23
2024-12-27,Entertainment,69.99
2024-12-27,shopping,0.0
2024-12-27,health & Medical,0.0
2024-12-27,Education,0.0
2024-12-28,food & Dining,244.02
2024-12-28,Travel & Transportation,88.19
2024-12-28,Bills & Utilities,517.87
2024-12-28,Entertainment,0.0
2024-12-28,shopping,207.29
2024-12-28,health & Medical,0.0
2024-12-28,Education,0.0
2024-12-29,food & Dining,318.89
2024-12-29,Travel & Transportation,136.55
2024-12-29,Bills & Utilities,605.74
2024-12-29,Entertainment,211.05
2024-12-29,shopping,0.0
2024-12-29,health & Medical,0.0
2024-12-29,Education,238.86
2024-12-30,food & Dining,353.26
2024-12-30,Travel & Transportation,143.58
2024-12-30,Bills & Utilities,408.37
2024-12-30,Entertainment,91.42
2024-12-30,shopping,0.0
2024-12-30,health & Medical,0.0
2024-12-30,Education,251.19
2024-12-31,food & Dining,286.79
2024-12-31,Travel & Transportation,56.92
2024-12-31,Bills & Utilities,368.42
2024-12-31,Entertainment,0.0
2024-12-31,shopping,29.39
2024-12-31,health & Medical,0.0
2024-12-31,Education,365.4
2025-01-01,food & Dining,290.93
2025-01-01,Travel & Transportation,96.81
2025-01-01,Bills & Utilities,599.56
2025-01-01,Entertainment,0.0
2025-01-01,shopping,0.0
2025-01-01,health & Medical,0.0
2025-01-01,Education,0.0
2025-01-02,food & Dining,391.36
2025-01-02,Travel & Transportation,125.74
2025-01-02,Bills & Utilities,417.18
2025-01-02,Entertainment,0.0
2025-01-02,shopping,211.61
2025-01-02,health & Medical,0.0
2025-01-02,Education,0.0
2025-01-03,food & Dining,281.47
2025-01-03,Travel & Transportation,59.56
2025-01-03,Bills & Utilities,428.53
2025-01-03,Entertainment,0.0
2025-01-03,shopping,211.95
2025-01-03,health & Medical,0.0
2025-01-03,Education,0.0
2025-01-04,food & Dining,247.91
2025-01-04,Travel & Transportation,142.87
2025-01-04,Bills & Utilities,352.59
2025-01-04,Entertainment,0.0
2025-01-04,shopping,226.33
2025-01-04,health & Medical,0.0
2025-01-04,Education,0.0
2025-01-05,food & Dining,305.17
2025-01-05,Travel & Transportation,161.26
2025-01-05,Bills & Utilities,527.74
2025-01-05,Entertainment,0.0
2025-01-05,shopping,219.86
2025-01-05,health & Medical,34.98
2025-01-05,Education,0.0
2025-01-06,food & Dining,271.87
2025-01-06,Travel & Transportation,119.94
2025-01-06,Bills & Utilities,444.71
2025-01-06,Entertainment,0.0
2025-01-06,shopping,0.0
2025-01-06,health & Medical,0.0
2025-01-06,Education,0.0
2025-01-07,food & Dining,211.45
2025-01-07,Travel & Transportation,114.15
2025-01-07,Bills & Utilities,316.89
2025-01-07,Entertainment,64.01
2025-01-07,shopping,0.0
2025-01-07,health & Medical,0.0
2025-01-07,Education,0.0
2025-01-08,food & Dining,247.07
2025-01-08,Travel & Transportation,113.93
2025-01-08,Bills & Utilities,444.94
2025-01-08,Entertainment,0.0
2025-01-08,shopping,0.0
2025-01-08,health & Medical,0.0
2025-01-08,Education,315.16
2025-01-09,food & Dining,329.31
2025-01-09,Travel & Transportation,87.63
2025-01-09,Bills & Utilities,525.72
2025-01-09,Entertainment,0.0
2025-01-09,shopping,325.59
2025-01-09,health & Medical,102.75
2025-01-09,Education,0.0
2025-01-10,food & Dining,255.46
2025-01-10,Travel & Transportation,58.34
2025-01-10,Bills & Utilities,339.97
2025-01-10,Entertainment,0.0
2025-01-10,shopping,0.0
2025-01-10,health & Medical,0.0
2025-01-10,Education,0.0
2025-01-11,food & Dining,250.31
2025-01-11,Travel & Transportation,112.61
2025-01-11,Bills & Utilities,414.35
2025-01-11,Entertainment,0.0
2025-01-11,shopping,0.0
2025-01-11,health & Medical,96.22
2025-01-11,Education,0.0
2025-01-12,food & Dining,320.61
2025-01-12,Travel & Transportation,88.07
2025-01-12,Bills & Utilities,381.6
2025-01-12,Entertainment,122.01
2025-01-12,shopping,0.0
2025-01-12,health & Medical,0.0
2025-01-12,Education,0.0
2025-01-13,food & Dining,359.09
2025-01-13,Travel & Transportation,114.43
2025-01-13,Bills & Utilities,479.75
2025-01-13,Entertainment,0.0
2025-01-13,shopping,0.0
2025-01-13,health & Medical,0.0
2025-01-13,Education,0.0
2025-01-14,food & Dining,359.09
2025-01-14,Travel & Transportation,81.57
2025-01-14,Bills & Utilities,429.02
2025-01-14,Entertainment,0.0
2025-01-14,shopping,90.26
2025-01-14,health & Medical,0.0
2025-01-14,Education,0.0
2025-01-15,food & Dining,273.77
2025-01-15,Travel & Transportation,114.81
2025-01-15,Bills & Utilities,629.61
2025-01-15,Entertainment,0.0
2025-01-15,shopping,0.0
2025-01-15,health & Medical,0.0
2025-01-15,Education,0.0
2025-01-16,food & Dining,230.83
2025-01-16,Travel & Transportation,86.44
2025-01-16,Bills & Utilities,421.07
2025-01-16,Entertainment,0.0
2025-01-16,shopping,0.0
2025-01-16,health & Medical,112.78
2025-01-16,Education,0.0
2025-01-17,food & Dining,230.49
2025-01-17,Travel & Transportation,104.73
2025-01-17,Bills & Utilities,390.26
2025-01-17,Entertainment,46.62
2025-01-17,shopping,230.5
2025-01-17,health & Medical,0.0
2025-01-17,Education,0.0
2025-01-18,food & Dining,216.51
2025-01-18,Travel & Transportation,109.05
2025-01-18,Bills & Utilities,517.55
2025-01-18,Entertainment,20.93
2025-01-18,shopping,0.0
2025-01-18,health & Medical,12.15
2025-01-18,Education,0.0
2025-01-19,food & Dining,334.64
2025-01-19,Travel & Transportation,117.48
2025-01-19,Bills & Utilities,420.01
2025-01-19,Entertainment,16.44
2025-01-19,shopping,295.49
2025-01-19,health & Medical,0.0
2025-01-19,Education,0.0
2025-01-20,food & Dining,331.08
2025-01-20,Travel & Transportation,83.32
2025-01-20,Bills & Utilities,486.99
2025-01-20,Entertainment,0.0
2025-01-20,shopping,124.6
2025-01-20,health & Medical,0.0
2025-01-20,Education,0.0
2025-01-21,food & Dining,229.24
2025-01-21,Travel & Transportation,106.56
2025-01-21,Bills & Utilities,600.95
2025-01-21,Entertainment,0.0
2025-01-21,shopping,129.27
2025-01-21,health & Medical,0.0
2025-01-21,Education,0.0
2025-01-22,food & Dining,342.4
2025-01-22,Travel & Transportation,92.12
2025-01-22,Bills & Utilities,466.36
2025-01-22,Entertainment,0.0
2025-01-22,shopping,0.0
2025-01-22,health & Medical,0.0
2025-01-22,Education,0.0
2025-01-23,food & Dining,303.0
2025-01-23,Travel & Transportation,111.65
2025-01-23,Bills & Utilities,624.95
2025-01-23,Entertainment,0.0
2025-01-23,shopping,0.0
2025-01-23,health & Medical,0.0
2025-01-23,Education,0.0
2025-01-24,food & Dining,295.64
2025-01-24,Travel & Transportation,116.13
2025-01-24,Bills & Utilities,542.82
2025-01-24,Entertainment,0.0
2025-01-24,shopping,97.68
2025-01-24,health & Medical,0.0
2025-01-24,Education,0.0
2025-01-25,food & Dining,295.35
2025-01-25,Travel & Transportation,92.81
2025-01-25,Bills & Utilities,611.68
2025-01-25,Entertainment,0.0
2025-01-25,shopping,247.09
2025-01-25,health & Medical,96.64
2025-01-25,Education,0.0
2025-01-26,food & Dining,309.67
2025-01-26,Travel & Transportation,81.75
2025-01-26,Bills & Utilities,536.31
2025-01-26,Entertainment,0.0
2025-01-26,shopping,48.83
2025-01-26,health & Medical,0.0
2025-01-26,Education,194.89
2025-01-27,food & Dining,317.78
2025-01-27,Travel & Transportation,105.75
2025-01-27,Bills & Utilities,550.62
2025-01-27,Entertainment,0.0
2025-01-27,shopping,289.3
2025-01-27,health & Medical,0.0
2025-01-27,Education,0.0
2025-01-28,food & Dining,317.81
2025-01-28,Travel & Transportation,116.59
2025-01-28,Bills & Utilities,445.18
2025-01-28,Entertainment,0.0
2025-01-28,shopping,0.0
2025-01-28,health & Medical,20.98
2025-01-28,Education,287.55
2025-01-29,food & Dining,196.75
2025-01-29,Travel & Transportation,100.85
2025-01-29,Bills & Utilities,292.22
2025-01-29,Entertainment,127.58
2025-01-29,shopping,202.34
2025-01-29,health & Medical,0.0
2025-01-29,Education,0.0
2025-01-30,food & Dining,318.85
2025-01-30,Travel & Transportation,18.87
2025-01-30,Bills & Utilities,437.01
2025-01-30,Entertainment,0.0
2025-01-30,shopping,0.0
2025-01-30,health & Medical,0.0
2025-01-30,Education,0.0
2025-01-31,food & Dining,296.05
2025-01-31,Travel & Transportation,82.63
2025-01-31,Bills & Utilities,451.92
2025-01-31,Entertainment,0.0
2025-01-31,shopping,0.0
2025-01-31,health & Medical,0.0
2025-01-31,Education,0.0
2025-02-01,food & Dining,243.89
2025-02-01,Travel & Transportation,76.57
2025-02-01,Bills & Utilities,474.02
2025-02-01,Entertainment,0.0
2025-02-01,shopping,264.17
2025-02-01,health & Medical,0.0
2025-02-01,Education,0.0
2025-02-02,food & Dining,325.85
2025-02-02,Travel & Transportation,93.35
2025-02-02,Bills & Utilities,497.77
2025-02-02,Entertainment,101.78
2025-02-02,shopping,0.0
2025-02-02,health & Medical,0.0
2025-02-02,Education,0.0
2025-02-03,food & Dining,357.24
2025-02-03,Travel & Transportation,96.87
2025-02-03,Bills & Utilities,539.33
2025-02-03,Entertainment,0.0
2025-02-03,shopping,214.5
2025-02-03,health & Medical,0.0
2025-02-03,Education,0.0
2025-02-04,food & Dining,348.1
2025-02-04,Travel & Transportation,92.89
2025-02-04,Bills & Utilities,574.99
2025-02-04,Entertainment,0.0
2025-02-04,shopping,0.0
2025-02-04,health & Medical,69.3
2025-02-04,Education,0.0
2025-02-05,food & Dining,356.37
2025-02-05,Travel & Transportation,117.16
2025-02-05,Bills & Utilities,429.53
2025-02-05,Entertainment,0.0
2025-02-05,shopping,0.0
2025-02-05,health & Medical,0.0
2025-02-05,Education,149.63
2025-02-06,food & Dining,280.58
2025-02-06,Travel & Transportation,90.83
2025-02-06,Bills & Utilities,563.37
2025-02-06,Entertainment,0.0
2025-02-06,shopping,0.0
2025-02-06,health & Medical,0.0
2025-02-06,Education,0.0
2025-02-07,food & Dining,303.27
2025-02-07,Travel & Transportation,125.79
2025-02-07,Bills & Utilities,507.98
2025-02-07,Entertainment,0.0
2025-02-07,shopping,169.01
2025-02-07,health & Medical,56.06
2025-02-07,Education,0.0
2025-02-08,food & Dining,361.74
2025-02-08,Travel & Transportation,69.04
2025-02-08,Bills & Utilities,559.55
2025-02-08,Entertainment,108.71
2025-02-08,shopping,0.0
2025-02-08,health & Medical,0.0
2025-02-08,Education,0.0
2025-02-09,food & Dining,275.34
2025-02-09,Travel & Transportation,93.99
2025-02-09,Bills & Utilities,523.18
2025-02-09,Entertainment,0.0
2025-02-09,shopping,137.81
2025-02-09,health & Medical,0.0
2025-02-09,Education,0.0
2025-02-10,food & Dining,287.87
2025-02-10,Travel & Transportation,43.3
2025-02-10,Bills & Utilities,454.52
2025-02-10,Entertainment,0.0
2025-02-10,shopping,209.57
2025-02-10,health & Medical,0.0
2025-02-10,Education,0.0
2025-02-11,food & Dining,350.0
2025-02-11,Travel & Transportation,77.94
2025-02-11,Bills & Utilities,665.62
2025-02-11,Entertainment,0.0
2025-02-11,shopping,200.18
2025-02-11,health & Medical,95.57
2025-02-11,Education,0.0
2025-02-12,food & Dining,344.57
2025-02-12,Travel & Transportation,100.13
2025-02-12,Bills & Utilities,561.89
2025-02-12,Entertainment,264.69
2025-02-12,shopping,0.0
2025-02-12,health & Medical,0.0
2025-02-12,Education,0.0
2025-02-13,food & Dining,298.27
2025-02-13,Travel & Transportation,129.7
2025-02-13,Bills & Utilities,478.29
2025-02-13,Entertainment,0.0
2025-02-13,shopping,0.0
2025-02-13,health & Medical,0.0
2025-02-13,Education,0.0
2025-02-14,food & Dining,278.36
2025-02-14,Travel & Transportation,123.81
2025-02-14,Bills & Utilities,470.26
2025-02-14,Entertainment,0.0
2025-02-14,shopping,0.0
2025-02-14,health & Medical,0.0
2025-02-14,Education,0.0
2025-02-15,food & Dining,291.26
2025-02-15,Travel & Transportation,99.72
2025-02-15,Bills & Utilities,530.7
2025-02-15,Entertainment,276.94
2025-02-15,shopping,0.0
2025-02-15,health & Medical,0.0
2025-02-15,Education,0.0
2025-02-16,food & Dining,276.06
2025-02-16,Travel & Transportation,110.78
2025-02-16,Bills & Utilities,734.91
2025-02-16,Entertainment,0.0
2025-02-16,shopping,0.0
2025-02-16,health & Medical,0.0
2025-02-16,Education,0.0
2025-02-17,food & Dining,287.23
2025-02-17,Travel & Transportation,132.92
2025-02-17,Bills & Utilities,343.44
2025-02-17,Entertainment,0.0
2025-02-17,shopping,245.69
2025-02-17,health & Medical,0.0
2025-02-17,Education,0.0
2025-02-18,food & Dining,305.53
2025-02-18,Travel & Transportation,81.21
2025-02-18,Bills & Utilities,549.41
2025-02-18,Entertainment,0.0
2025-02-18,shopping,0.0
2025-02-18,health & Medical,89.68
2025-02-18,Education,0.0
2025-02-19,food & Dining,321.5
2025-02-19,Travel & Transportation,101.36
2025-02-19,Bills & Utilities,555.83
2025-02-19,Entertainment,279.97
2025-02-19,shopping,161.46
2025-02-19,health & Medical,0.0
2025-02-19,Education,0.0
2025-02-20,food & Dining,299.72
2025-02-20,Travel & Transportation,135.36
2025-02-20,Bills & Utilities,362.66
2025-02-20,Entertainment,0.0
2025-02-20,shopping,212.02
2025-02-20,health & Medical,0.0
2025-02-20,Education,0.0
2025-02-21,food & Dining,269.5
2025-02-21,Travel & Transportation,53.11
2025-02-21,Bills & Utilities,382.05
2025-02-21,Entertainment,0.0
2025-02-21,shopping,172.22
2025-02-21,health & Medical,0.0
2025-02-21,Education,0.0
2025-02-22,food & Dining,301.26
2025-02-22,Travel & Transportation,53.71
2025-02-22,Bills & Utilities,516.43
2025-02-22,Entertainment,0.0
2025-02-22,shopping,205.75
2025-02-22,health & Medical,0.0
2025-02-22,Education,0.0
2025-02-23,food & Dining,309.94
2025-02-23,Travel & Transportation,74.92
2025-02-23,Bills & Utilities,642.45
2025-02-23,Entertainment,0.0
2025-02-23,shopping,128.98
2025-02-23,health & Medical,130.38
2025-02-23,Education,0.0
2025-02-24,food & Dining,314.54
2025-02-24,Travel & Transportation,40.13
2025-02-24,Bills & Utilities,387.88
2025-02-24,Entertainment,215.06
2025-02-24,shopping,0.0
2025-02-24,health & Medical,0.0
2025-02-24,Education,0.0
2025-02-25,food & Dining,270.68
2025-02-25,Travel & Transportation,97.96
2025-02-25,Bills & Utilities,536.4
2025-02-25,Entertainment,296.52
2025-02-25,shopping,0.0
2025-02-25,health & Medical,0.0
2025-02-25,Education,0.0
2025-02-26,food & Dining,277.12
2025-02-26,Travel & Transportation,105.57
2025-02-26,Bills & Utilities,650.91
2025-02-26,Entertainment,0.0
2025-02-26,shopping,0.0
2025-02-26,health & Medical,0.0
2025-02-26,Education,0.0
2025-02-27,food & Dining,243.99
2025-02-27,Travel & Transportation,68.35
2025-02-27,Bills & Utilities,512.63
2025-02-27,Entertainment,0.0
2025-02-27,shopping,0.0
2025-02-27,health & Medical,0.0
2025-02-27,Education,0.0
2025-02-28,food & Dining,268.5
2025-02-28,Travel & Transportation,121.96
2025-02-28,Bills & Utilities,480.31
2025-02-28,Entertainment,0.0
2025-02-28,shopping,322.63
2025-02-28,health & Medical,0.0
2025-02-28,Education,0.0
2025-03-01,food & Dining,247.74
2025-03-01,Travel & Transportation,104.63
2025-03-01,Bills & Utilities,466.34
2025-03-01,Entertainment,0.0
2025-03-01,shopping,191.42
2025-03-01,health & Medical,0.0
2025-03-01,Education,0.0
2025-03-02,food & Dining,384.97
2025-03-02,Travel & Transportation,87.95
2025-03-02,Bills & Utilities,568.14
2025-03-02,Entertainment,0.0
2025-03-02,shopping,0.0
2025-03-02,health & Medical,0.0
2025-03-02,Education,0.0
2025-03-03,food & Dining,209.81
2025-03-03,Travel & Transportation,158.45
2025-03-03,Bills & Utilities,602.51
2025-03-03,Entertainment,0.0
2025-03-03,shopping,0.0
2025-03-03,health & Medical,0.0
2025-03-03,Education,0.0
2025-03-04,food & Dining,287.55
2025-03-04,Travel & Transportation,49.81
2025-03-04,Bills & Utilities,540.42
2025-03-04,Entertainment,0.0
2025-03-04,shopping,251.95
2025-03-04,health & Medical,0.0
2025-03-04,Education,0.0
2025-03-05,food & Dining,322.28
2025-03-05,Travel & Transportation,82.1
2025-03-05,Bills & Utilities,709.79
2025-03-05,Entertainment,0.0
2025-03-05,shopping,0.0
2025-03-05,health & Medical,0.0
2025-03-05,Education,0.0
2025-03-06,food & Dining,349.72
2025-03-06,Travel & Transportation,119.38
2025-03-06,Bills & Utilities,262.83
2025-03-06,Entertainment,0.0
2025-03-06,shopping,271.1
2025-03-06,health & Medical,0.0
2025-03-06,Education,0.0
2025-03-07,food & Dining,269.16
2025-03-07,Travel & Transportation,104.38
2025-03-07,Bills & Utilities,558.53
2025-03-07,Entertainment,0.0
2025-03-07,shopping,265.59
2025-03-07,health & Medical,0.0
2025-03-07,Education,182.12
2025-03-08,food & Dining,254.97
2025-03-08,Travel & Transportation,71.07
2025-03-08,Bills & Utilities,608.01
2025-03-08,Entertainment,216.0
2025-03-08,shopping,0.0
2025-03-08,health & Medical,0.0
2025-03-08,Education,0.0
2025-03-09,food & Dining,296.42
2025-03-09,Travel & Transportation,116.23
2025-03-09,Bills & Utilities,587.62
2025-03-09,Entertainment,0.0
2025-03-09,shopping,0.0
2025-03-09,health & Medical,0.0
2025-03-09,Education,0.0
2025-03-10,food & Dining,282.46
2025-03-10,Travel & Transportation,33.45
2025-03-10,Bills & Utilities,636.97
2025-03-10,Entertainment,0.0
2025-03-10,shopping,0.0
2025-03-10,health & Medical,0.0
2025-03-10,Education,0.0
2025-03-11,food & Dining,305.44
2025-03-11,Travel & Transportation,46.57
2025-03-11,Bills & Utilities,276.95
2025-03-11,Entertainment,165.87
2025-03-11,shopping,0.0
2025-03-11,health & Medical,146.94
2025-03-11,Education,0.0
2025-03-12,food & Dining,232.15
2025-03-12,Travel & Transportation,106.69
2025-03-12,Bills & Utilities,555.19
2025-03-12,Entertainment,0.0
2025-03-12,shopping,0.0
2025-03-12,health & Medical,0.0
2025-03-12,Education,0.0
2025-03-13,food & Dining,284.04
2025-03-13,Travel & Transportation,85.15
2025-03-13,Bills & Utilities,450.24
2025-03-13,Entertainment,0.0
2025-03-13,shopping,0.0
2025-03-13,health & Medical,0.0
2025-03-13,Education,0.0
2025-03-14,food & Dining,222.42
2025-03-14,Travel & Transportation,119.86
2025-03-14,Bills & Utilities,618.86
2025-03-14,Entertainment,279.46
2025-03-14,shopping,0.0
2025-03-14,health & Medical,0.0
2025-03-14,Education,0.0
2025-03-15,food & Dining,259.76
2025-03-15,Travel & Transportation,103.22
2025-03-15,Bills & Utilities,538.74
2025-03-15,Entertainment,0.0
2025-03-15,shopping,302.71
2025-03-15,health & Medical,0.0
2025-03-15,Education,0.0
2025-03-16,food & Dining,276.94
2025-03-16,Travel & Transportation,122.7
2025-03-16,Bills & Utilities,360.55
2025-03-16,Entertainment,223.77
2025-03-16,shopping,0.0
2025-03-16,health & Medical,0.0
2025-03-16,Education,0.0
2025-03-17,food & Dining,267.31
2025-03-17,Travel & Transportation,112.62
2025-03-17,Bills & Utilities,442.21
2025-03-17,Entertainment,0.0
2025-03-17,shopping,200.11
2025-03-17,health & Medical,0.0
2025-03-17,Education,0.0
2025-03-18,food & Dining,259.74
2025-03-18,Travel & Transportation,132.31
2025-03-18,Bills & Utilities,283.03
2025-03-18,Entertainment,66.41
2025-03-18,shopping,0.0
2025-03-18,health & Medical,0.0
2025-03-18,Education,0.0
2025-03-19,food & Dining,290.63
2025-03-19,Travel & Transportation,120.71
2025-03-19,Bills & Utilities,526.56
2025-03-19,Entertainment,0.0
2025-03-19,shopping,0.0
2025-03-19,health & Medical,0.0
2025-03-19,Education,0.0
2025-03-20,food & Dining,291.1
2025-03-20,Travel & Transportation,72.62
2025-03-20,Bills & Utilities,458.26
2025-03-20,Entertainment,0.0
2025-03-20,shopping,0.0
2025-03-20,health & Medical,0.0
2025-03-20,Education,0.0
2025-03-21,food & Dining,236.94
2025-03-21,Travel & Transportation,135.4
2025-03-21,Bills & Utilities,614.43
2025-03-21,Entertainment,0.0
2025-03-21,shopping,0.0
2025-03-21,health & Medical,0.0
2025-03-21,Education,297.26
2025-03-22,food & Dining,325.04
2025-03-22,Travel & Transportation,73.65
2025-03-22,Bills & Utilities,574.25
2025-03-22,Entertainment,0.0
2025-03-22,shopping,0.0
2025-03-22,health & Medical,0.0
2025-03-22,Education,0.0
2025-03-23,food & Dining,203.34
2025-03-23,Travel & Transportation,111.11
2025-03-23,Bills & Utilities,558.43
2025-03-23,Entertainment,0.0
2025-03-23,shopping,195.41
2025-03-23,health & Medical,0.0
2025-03-23,Education,0.0
2025-03-24,food & Dining,296.03
2025-03-24,Travel & Transportation,90.99
2025-03-24,Bills & Utilities,399.44
2025-03-24,Entertainment,175.21
2025-03-24,shopping,0.0
2025-03-24,health & Medical,0.0
2025-03-24,Education,0.0
2025-03-25,food & Dining,321.71
2025-03-25,Travel & Transportation,125.57
2025-03-25,Bills & Utilities,377.08
2025-03-25,Entertainment,0.0
2025-03-25,shopping,201.13
2025-03-25,health & Medical,0.0
2025-03-25,Education,0.0
2025-03-26,food & Dining,262.53
2025-03-26,Travel & Transportation,93.35
2025-03-26,Bills & Utilities,382.3
2025-03-26,Entertainment,0.0
2025-03-26,shopping,0.0
2025-03-26,health & Medical,0.0
2025-03-26,Education,0.0
2025-03-27,food & Dining,306.83
2025-03-27,Travel & Transportation,94.35
2025-03-27,Bills & Utilities,619.31
2025-03-27,Entertainment,0.0
2025-03-27,shopping,0.0
2025-03-27,health & Medical,0.0
2025-03-27,Education,0.0
2025-03-28,food & Dining,299.59
2025-03-28,Travel & Transportation,104.74
2025-03-28,Bills & Utilities,472.25
2025-03-28,Entertainment,240.39
2025-03-28,shopping,0.0
2025-03-28,health & Medical,0.0
2025-03-28,Education,0.0
2025-03-29,food & Dining,391.58
2025-03-29,Travel & Transportation,89.65
2025-03-29,Bills & Utilities,548.93
2025-03-29,Entertainment,0.0
2025-03-29,shopping,0.0
2025-03-29,health & Medical,0.0
2025-03-29,Education,0.0
2025-03-30,food & Dining,302.79
2025-03-30,Travel & Transportation,90.71
2025-03-30,Bills & Utilities,614.6
2025-03-30,Entertainment,0.0
2025-03-30,shopping,0.0
2025-03-30,health & Medical,0.0
2025-03-30,Education,0.0
2025-03-31,food & Dining,271.37
2025-03-31,Travel & Transportation,79.98
2025-03-31,Bills & Utilities,426.7
2025-03-31,Entertainment,0.0
2025-03-31,shopping,0.0
2025-03-31,health & Medical,0.0
2025-03-31,Education,0.0
2025-04-01,food & Dining,326.16
2025-04-01,Travel & Transportation,63.39
2025-04-01,Bills & Utilities,298.27
2025-04-01,Entertainment,0.0
2025-04-01,shopping,0.0
2025-04-01,health & Medical,0.0
2025-04-01,Education,0.0
2025-04-02,food & Dining,231.28
2025-04-02,Travel & Transportation,92.54
2025-04-02,Bills & Utilities,562.66
2025-04-02,Entertainment,0.0
2025-04-02,shopping,0.0
2025-04-02,health & Medical,0.0
2025-04-02,Education,0.0
2025-04-03,food & Dining,374.1
2025-04-03,Travel & Transportation,91.5
2025-04-03,Bills & Utilities,443.44
2025-04-03,Entertainment,0.0
2025-04-03,shopping,0.0
2025-04-03,health & Medical,0.0
2025-04-03,Education,0.0
2025-04-04,food & Dining,347.88
2025-04-04,Travel & Transportation,114.41
2025-04-04,Bills & Utilities,394.49
2025-04-04,Entertainment,207.59
2025-04-04,shopping,122.99
2025-04-04,health & Medical,0.0
2025-04-04,Education,0.0
2025-04-05,food & Dining,373.55
2025-04-05,Travel & Transportation,79.02
2025-04-05,Bills & Utilities,396.29
2025-04-05,Entertainment,0.0
2025-04-05,shopping,0.0
2025-04-05,health & Medical,0.0
2025-04-05,Education,0.0
2025-04-06,food & Dining,237.64
2025-04-06,Travel & Transportation,128.54
2025-04-06,Bills & Utilities,552.69
2025-04-06,Entertainment,136.64
2025-04-06,shopping,184.14
2025-04-06,health & Medical,0.0
2025-04-06,Education,0.0
2025-04-07,food & Dining,333.31
2025-04-07,Travel & Transportation,117.34
2025-04-07,Bills & Utilities,557.74
2025-04-07,Entertainment,0.0
2025-04-07,shopping,192.62
2025-04-07,health & Medical,162.25
2025-04-07,Education,0.0
2025-04-08,food & Dining,327.38
2025-04-08,Travel & Transportation,112.29
2025-04-08,Bills & Utilities,535.7
2025-04-08,Entertainment,0.0
2025-04-08,shopping,0.0
2025-04-08,health & Medical,0.0
2025-04-08,Education,0.0
2025-04-09,food & Dining,336.14
2025-04-09,Travel & Transportation,103.35
2025-04-09,Bills & Utilities,600.72
2025-04-09,Entertainment,0.0
2025-04-09,shopping,0.0
2025-04-09,health & Medical,0.0
2025-04-09,Education,0.0
2025-04-10,food & Dining,399.84
2025-04-10,Travel & Transportation,64.33
2025-04-10,Bills & Utilities,495.01
2025-04-10,Entertainment,76.77
2025-04-10,shopping,237.87
2025-04-10,health & Medical,0.0
2025-04-10,Education,0.0
